CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
3.5495153597057194,29.938126414198813,12.590744292504592,0.39651260809261285,0.558811733297763,6.586457571854913,80.49188009881856,4.320924356036413,4.44560952862543,218.55782079438998,21.528292886791675,442.5959097253564,24.798367313495667,28.913424481171386
5.441985353675156,42.614068885328166,12.535749590943878,-0.004779449533617933,0.5941161569457417,6.0879432159245805,70.19497621056496,3.561000300145188,-1.9655259391037703,447.07645910091475,16.382004363527194,503.4557430186321,-1.799466462156806,25.932491703423626
-10.49851617744705,-29.318929738057363,15.58702953750615,0.1603157797431094,0.6375994251515948,6.768397358953759,79.30641456760905,5.836720399722203,4.744165159332991,575.5647717446808,18.121933972815714,424.74364118844494,19.170879882248595,22.287093873646853
1.7206573316214728,45.43169166876756,0.5152224278919135,-0.1441225932019763,0.37408725529393516,6.6363191561800345,94.02273050235222,9.947959922212007,-3.769123091998056,222.5284032280191,16.639203426715937,600.033794775599,28.765968221569242,27.156406660540753
8.851259707702472,-13.22771731264582,9.967231426121067,-0.08325194110665984,0.5174857940713534,5.497122938963543,56.144411371753996,1.8050615453325263,8.171276130300415,782.0865691114473,21.567819311363714,511.8380929786402,-2.5187499496548487,39.39232703807458
-9.71815643311687,-3.9871832955618416,0.0266309921199106,0.36429452206235985,0.4884301347495518,5.654651502115576,52.65256903540625,8.231611394095253,7.676939585011594,695.5756224374995,19.162449293814266,389.65008630948,19.761574157476673,27.226643930096085
9.577518385363314,14.487495980359878,12.30351302824136,0.025201637170877526,0.553433341330231,6.723602999685553,75.14108855938362,4.327095082373536,0.39133530659188587,424.04165770008683,14.410347191990411,315.6352309384637,9.484312706237551,29.91076036796313
4.166542822547255,11.729970868946351,14.647199054651045,0.43317557148841196,0.20530447376255173,5.222297785868224,81.96925141010867,5.7937829431437615,2.061392495510588,120.01798846811249,14.77007318627034,333.40879936412966,-0.5660719035316575,31.720809797510768
19.649213118437213,-0.9491265370984774,11.437193324854853,0.18620012139157127,0.5225680486422732,5.586144952165403,94.94636009146659,8.22158250964605,6.258847199676748,325.5409701781493,18.83541902724508,383.08931154831043,3.20976855184651,6.94609234900139
8.874701165106506,-6.950285595120713,14.232174317598023,0.39620292273033275,0.5426480073979474,5.3561908204979325,29.65177728418257,5.222797584751689,11.244049964371154,507.6247669154635,19.509803051021937,273.5310527068282,8.4482738749023,13.446877793718917
10.432615047513137,55.85582329461555,3.962402345926945,0.15083554735648635,0.3606266265993555,6.901416699659305,59.94423741454105,1.4014462058562196,16.474929008238085,384.43386145693546,18.74259748868616,368.2502488967816,12.412262037225778,16.350036711759344
